hora,tipo,nivel,vehiculo_id,vehiculo_tipo,espacios_libres,tiempo_espera_s,tiempo_estacion_s,mensaje
18:48:44,ingreso,success,26,Normal,5,,,✅ V026 ingresó → Espacio #3 | Espera: 0.0s
18:48:44,salida,info,23,Normal,6,,11.02,V023 salio | Estacionado: 11.02s
18:48:46,salida,info,24,Normal,7,,12.08,V024 salio | Estacionado: 12.08s
18:48:47,salida,info,25,Normal,8,,8.98,V025 salio | Estacionado: 8.98s
18:48:52,salida,info,26,Normal,9,,8.77,V026 salio | Estacionado: 8.77s
18:48:53,vehiculo_nuevo,info,27,Normal,9,,,🚘 V027 [Normal] → En camino creado
18:48:55,espera,warning,27,Normal,9,,,⏳ V027 esperando cupo...
18:48:55,ingreso,success,27,Normal,8,,,✅ V027 ingresó → Espacio #1 | Espera: 0.0s
18:49:03,vehiculo_nuevo,info,28,Normal,8,,,🚘 V028 [Normal] → En camino creado
18:49:05,espera,warning,28,Normal,8,,,⏳ V028 esperando cupo...
18:49:05,ingreso,success,28,Normal,7,,,✅ V028 ingresó → Espacio #2 | Espera: 0.0s
18:49:07,salida,info,27,Normal,8,,12.19,V027 salio | Estacionado: 12.19s
18:49:13,vehiculo_nuevo,info,29,Discapacidad,8,,,🚘 V029 [Discapacidad] → En camino creado
18:49:14,espera,warning,29,Discapacidad,8,,,⏳ V029 esperando cupo...
18:49:14,ingreso,success,29,Discapacidad,7,,,✅ V029 ingresó → Espacio #1 | Espera: 0.0s
18:49:16,salida,info,28,Normal,8,,11.7,V028 salio | Estacionado: 11.7s
18:49:21,vehiculo_nuevo,info,30,Normal,8,,,🚘 V030 [Normal] → En camino creado
18:49:23,espera,warning,30,Normal,8,,,⏳ V030 esperando cupo...
18:49:24,ingreso,success,30,Normal,7,,,✅ V030 ingresó → Espacio #2 | Espera: 0.0s
18:49:27,salida,info,29,Discapacidad,8,,12.76,V029 salio | Estacionado: 12.76s
18:49:33,vehiculo_nuevo,info,31,Normal,8,,,🚘 V031 [Normal] → En camino creado
18:49:33,salida,info,30,Normal,9,,9.88,V030 salio | Estacionado: 9.88s
18:49:34,espera,warning,31,Normal,9,,,⏳ V031 esperando cupo...
18:49:34,ingreso,success,31,Normal,8,,,✅ V031 ingresó → Espacio #1 | Espera: 0.0s
18:49:43,vehiculo_nuevo,info,32,Normal,8,,,🚘 V032 [Normal] → En camino creado
18:49:43,salida,info,31,Normal,9,,9.12,V031 salio | Estacionado: 9.12s
18:49:45,espera,warning,32,Normal,9,,,⏳ V032 esperando cupo...
18:49:45,ingreso,success,32,Normal,8,,,✅ V032 ingresó → Espacio #1 | Espera: 0.0s
18:49:54,vehiculo_nuevo,info,33,Normal,8,,,🚘 V033 [Normal] → En camino creado
18:49:54,salida,info,32,Normal,9,,9.85,V032 salio | Estacionado: 9.85s
18:49:55,espera,warning,33,Normal,9,,,⏳ V033 esperando cupo...
18:49:55,ingreso,success,33,Normal,8,,,✅ V033 ingresó → Espacio #1 | Espera: 0.0s
18:49:57,salida,info,33,Normal,9,,2.3,V033 salio | Estacionado: 2.3s
18:49:57,sistema,warning,,,9,,,🛑 Simulador detenido
